sequence_id	role	sequence_sha256	length_aa	pfam_accession	pfam_name	description	hmm_length	hmm_start_1based	hmm_end_1based	hmm_coverage	sequence_start_1based	sequence_end_1based	envelope_start_1based	envelope_end_1based	sequence_span_coverage	sequence_bitscore	domain_bitscore	sequence_evalue	domain_independent_evalue	domain_conditional_evalue	sequence_GA_bitscore	domain_GA_bitscore	domain_number
control_47d60f8793c8bba7de2eeafd23e477f43ead3931a188d950aeb2821bb3282a35	parent_control	47d60f8793c8bba7de2eeafd23e477f43ead3931a188d950aeb2821bb3282a35	363	PF27687.1	ANKRD40_UBL	ANKRD40 ubiquitin-like domain	72	1	72	1.0	260	333	260	333	0.20385674931129477	120.84556579589844	120.84556579589844	7.200242208178728e-37	7.200242208178728e-37	3.012653643589426e-39	27.0	27.0	2
control_483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	parent_control	483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	573	PF02825.27	WWE	WWE domain	67	1	67	1.0	20	97	20	97	0.13612565445026178	116.61732482910156	55.48540115356445	1.8132416322404668e-35	2.1968280605746946e-16	1.8383498414851e-18	21.100000381469727	21.100000381469727	1
control_483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	parent_control	483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	573	PF02825.27	WWE	WWE domain	67	1	67	1.0	110	174	110	174	0.11343804537521815	116.61732482910156	58.89280319213867	1.8132416322404668e-35	1.8972265875559226e-17	1.5876373117622785e-19	21.100000381469727	21.100000381469727	2
control_483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	parent_control	483ecb87454d29bccec782d52e6c862e56bc1425397d9c75704f356bbcb03b4c	573	PF18102.7	DTC	Deltex C-terminal domain	133	1	133	1.0	431	565	431	565	0.2356020942408377	193.72003173828125	193.05792236328125	4.841458935870369e-59	7.754606629605527e-59	3.244605284353777e-61	25.0	25.0	1
control_486fadc9c5c195ee196e42e045e47bed64c54e54606e516ffd5d1b485653e149	parent_control	486fadc9c5c195ee196e42e045e47bed64c54e54606e516ffd5d1b485653e149	357	PF02825.27	WWE	WWE domain	67	1	67	1.0	20	97	20	97	0.2184873949579832	118.52542114257812	56.5216064453125	4.60057250967983e-36	1.0431036346417755e-16	8.728900708299376e-19	21.100000381469727	21.100000381469727	1
control_486fadc9c5c195ee196e42e045e47bed64c54e54606e516ffd5d1b485653e149	parent_control	486fadc9c5c195ee196e42e045e47bed64c54e54606e516ffd5d1b485653e149	357	PF02825.27	WWE	WWE domain	67	1	67	1.0	110	174	110	174	0.18207282913165265	118.52542114257812	59.869850158691406	4.60057250967983e-36	9.399783321383503e-18	7.865927465592889e-20	21.100000381469727	21.100000381469727	2
control_48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	parent_control	48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	192	PF00025.28	Arf	ADP-ribosylation factor family	174	13	168	0.896551724137931	2	170	1	176	0.8802083333333334	29.68307113647461	29.37670135498047	1.5721716048427308e-08	1.952511398505987e-08	4.901702255663565e-10	22.299999237060547	22.299999237060547	1
control_48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	parent_control	48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	192	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	1	119	1.0	5	118	5	118	0.59375	81.55896759033203	81.16389465332031	2.0437805416399656e-24	2.7094699043012266e-24	7.557796106837452e-26	27.0	27.0	1
control_48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	parent_control	48db732bf13b377c21467adf0bac39d40975a33bbe2c63ded45016af2019c67c	192	PF00071.29	Ras	Ras family	162	1	160	0.9876543209876543	5	176	5	178	0.8958333333333334	177.74388122558594	177.53399658203125	4.7906682881021057e-54	5.55843461219513e-54	1.783040391638605e-55	21.600000381469727	21.600000381469727	1
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	126	416	125	417	0.13629976580796252	900.790283203125	245.99330139160156	1.263511107901391e-274	1.1777245763964824e-74	3.4494025250106176e-76	25.0	25.0	1
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF00520.38	Ion_trans	Ion transport protein	243	3	239	0.9753086419753086	524	759	522	762	0.11053864168618267	900.790283203125	219.31137084960938	1.263511107901391e-274	1.657600393627743e-66	4.854896550374143e-68	25.0	25.0	2
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF00520.38	Ion_trans	Ion transport protein	243	1	242	0.9958847736625515	885	1162	885	1163	0.13021077283372365	900.790283203125	216.69862365722656	1.263511107901391e-274	1.0408562489057514e-65	3.048532946585883e-67	25.0	25.0	3
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	1205	1459	1204	1460	0.11943793911007025	900.790283203125	237.79638671875	1.263511107901391e-274	3.752426620771357e-72	1.099037085581569e-73	25.0	25.0	4
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF08016.19	PKD_channel	Polycystin cation channel	225	93	223	0.5822222222222222	1293	1453	1284	1455	0.07540983606557378	50.94807434082031	31.779237747192383	4.991029195522985e-15	3.621182109964464e-09	1.0605972707008891e-10	22.399999618530273	22.399999618530273	10
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF16905.11	GPHH	Voltage-dependent L-type calcium channel, IQ-associated	54	1	54	1.0	1469	1522	1469	1522	0.02529274004683841	100.74472045898438	99.2271957397461	1.1236669645568251e-30	3.34622966914967e-30	9.800672671149661e-32	26.799999237060547	26.799999237060547	1
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF08763.18	Ca_chan_IQ	Voltage gated calcium channel IQ domain	77	1	77	1.0	1532	1606	1532	1606	0.0351288056206089	105.57333374023438	104.16468811035156	4.934650909972159e-32	1.3579329583031358e-31	3.977209501306256e-33	26.700000762939453	26.700000762939453	1
control_49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	parent_control	49ac344a89b4f94d61a558df400bf813e0659127c4703c7ef66a14cd3dcec88b	2135	PF16885.12	CAC1F_C	Voltage-gated calcium channel subunit alpha, C-term	298	74	296	0.7483221476510067	1875	2133	1863	2135	0.12131147540983607	146.63134765625	140.5569610595703	3.9274947828885735e-44	2.781643645013021e-42	2.3277352677933233e-44	20.399999618530273	20.399999618530273	1
control_4a8e5cd471ee072742a5ca7283e7325d071cbe1c7dabfca4a1b3daf518e13d87	parent_control	4a8e5cd471ee072742a5ca7283e7325d071cbe1c7dabfca4a1b3daf518e13d87	145	PF14745.12	WASH-4_N	WASH complex subunit 4, N-terminal	572	1	116	0.20279720279720279	32	145	32	145	0.7862068965517242	143.7332000732422	143.56512451171875	2.6905977257105863e-43	3.025216412020092e-43	2.5315618510628385e-45	25.0	25.0	1
control_4ad16ecc21c8b3cee4dd7e7b9758e962e83cd59172a2d449cc1c6fb8f300137b	parent_control	4ad16ecc21c8b3cee4dd7e7b9758e962e83cd59172a2d449cc1c6fb8f300137b	822	PF01433.27	Peptidase_M1	Peptidase family M1 domain	218	21	218	0.908256880733945	435	652	423	652	0.26520681265206814	71.6260986328125	70.50383758544922	2.6426110055066988e-21	5.825294753010735e-21	6.49963152358241e-23	27.700000762939453	27.700000762939453	1
control_4ad16ecc21c8b3cee4dd7e7b9758e962e83cd59172a2d449cc1c6fb8f300137b	parent_control	4ad16ecc21c8b3cee4dd7e7b9758e962e83cd59172a2d449cc1c6fb8f300137b	822	PF09127.18	Leuk-A4-hydro_C	Leukotriene A4 hydrolase, C-terminal	112	2	112	0.9910714285714286	710	821	709	821	0.1362530413625304	72.46736145019531	72.46736145019531	1.116285553633099e-21	1.116285553633099e-21	3.11376723468089e-24	27.0	27.0	2
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF00515.35	TPR_1	Tetratricopeptide repeat	34	1	33	0.9705882352941176	117	149	117	150	0.054009819967266774	111.78202056884766	37.31303024291992	1.705813092809676e-34	5.741947504889764e-11	5.605806490129476e-13	27.799999237060547	27.799999237060547	1
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF07719.24	TPR_2	Tetratricopeptide repeat	34	2	33	0.9411764705882353	118	149	117	150	0.05237315875613748	87.12855529785156	28.797164916992188	6.065211090741487e-27	3.020790106170573e-08	4.2130963823857365e-10	27.0	22.899999618530273	1
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13181.13	TPR_8	Tetratricopeptide repeat	34	6	33	0.8235294117647058	122	149	117	150	0.04582651391162029	77.18802642822266	18.586620330810547	9.212889568429835e-24	5.8110457142787245e-05	8.104666268171163e-07	25.700000762939453	11.800000190734863	1
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13414.13	TPR_11	TPR repeat	42	1	26	0.6190476190476191	124	149	124	170	0.0425531914893617	85.60057830810547	29.531408309936523	5.125802154045178e-26	1.690523971839682e-08	1.4146644115813239e-10	26.799999237060547	26.799999237060547	1
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13181.13	TPR_8	Tetratricopeptide repeat	34	2	33	0.9411764705882353	405	436	404	437	0.05237315875613748	77.18802642822266	15.203651428222656	9.212889568429835e-24	0.0007071982202224434	9.863294563771875e-06	25.700000762939453	11.800000190734863	6
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13174.13	TPR_6	Tetratricopeptide repeat	33	2	31	0.9090909090909091	447	476	446	477	0.049099836333878884	40.86764144897461	15.378974914550781	6.600242860444594e-12	0.0008895601875013886	4.962678870300634e-06	26.299999237060547	12.199999809265137	6
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13181.13	TPR_8	Tetratricopeptide repeat	34	1	34	1.0	479	512	479	512	0.05564648117839607	77.18802642822266	19.107648849487305	9.212889568429835e-24	3.954609947528834e-05	5.515495045367969e-07	25.700000762939453	11.800000190734863	8
control_4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	parent_control	4af5631edd103498d305f8671892ebc2ebdb7b7c96d223f00d0c25be4f26719a	611	PF13181.13	TPR_8	Tetratricopeptide repeat	34	3	32	0.8823529411764706	550	579	550	581	0.049099836333878884	77.18802642822266	13.596256256103516	9.212889568429835e-24	0.0023185047773015173	3.23361893626432e-05	25.700000762939453	11.800000190734863	10
control_4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	parent_control	4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	237	PF08659.17	KR	KR domain	180	28	161	0.7444444444444445	1	135	1	148	0.569620253164557	37.325531005859375	36.905948638916016	9.741879460135079e-11	1.3104463955655637e-10	3.107055610127557e-12	22.600000381469727	22.600000381469727	1
control_4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	parent_control	4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	237	PF00106.32	adh_short	short chain dehydrogenase	195	28	189	0.8307692307692308	2	164	1	168	0.6877637130801688	100.13798522949219	99.83048248291016	4.114560657359578e-30	5.11167697337147e-30	1.1406810540298957e-31	26.600000381469727	25.0	1
control_4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	parent_control	4afcd7f088e82c98478ae9e0df671cefa8a005820469f826d3d8a65ef06dbec5	237	PF13561.13	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	236	24	215	0.8135593220338984	2	197	1	203	0.8270042194092827	80.1883316040039	79.93655395507812	6.601484517476973e-24	7.880706944525485e-24	1.7585956919443204e-25	27.0	27.0	1
control_4bc2ac33ac363b77d6b8f5edf39d55b9711c4850301c22127b337e7cb800d4ef	parent_control	4bc2ac33ac363b77d6b8f5edf39d55b9711c4850301c22127b337e7cb800d4ef	310	PF05279.17	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	66	1	66	1.0	52	117	52	117	0.2129032258064516	148.19895935058594	147.3477325439453	1.8253907771403858e-45	3.365824384876981e-45	1.03274946258429e-46	23.0	23.0	1
control_4be0593da6aaf178070b1a1ca652c7c0c485e5a04b4a36a318beb14f68d62dc2	parent_control	4be0593da6aaf178070b1a1ca652c7c0c485e5a04b4a36a318beb14f68d62dc2	219	PF08216.18	CTNNBL	Catenin-beta-like, Arm-motif containing nuclear	474	288	474	0.39451476793248946	1	190	1	190	0.867579908675799	211.14906311035156	210.95404052734375	7.891713590584921e-64	9.043059585718483e-64	5.044942586174886e-66	27.0	27.0	1
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	148	438	147	439	0.17657766990291263	905.5713500976562	249.2321014404297	4.380075924257157e-276	1.207651356380032e-75	3.5370541818662026e-77	25.0	25.0	1
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF00520.38	Ion_trans	Ion transport protein	243	3	239	0.9753086419753086	546	781	544	784	0.14320388349514562	905.5713500976562	219.82708740234375	4.380075924257157e-276	1.1534117311188943e-66	3.3781933547415315e-68	25.0	25.0	2
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF00520.38	Ion_trans	Ion transport protein	243	1	242	0.9958847736625515	907	1184	907	1185	0.16868932038834952	905.5713500976562	217.23802185058594	4.380075924257157e-276	7.123002618530501e-66	2.0862350765570508e-67	25.0	25.0	3
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF00520.38	Ion_trans	Ion transport protein	243	2	242	0.9917695473251029	1227	1481	1226	1482	0.15473300970873785	905.5713500976562	238.32235717773438	4.380075924257157e-276	2.5923000905016095e-72	7.592510725318521e-74	25.0	25.0	4
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF08016.19	PKD_channel	Polycystin cation channel	225	93	223	0.5822222222222222	1315	1475	1306	1477	0.09769417475728155	54.45869827270508	32.166690826416016	4.2155629968081546e-16	2.7567086107041833e-09	8.074041956037357e-11	22.399999618530273	22.399999618530273	10
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF16905.11	GPHH	Voltage-dependent L-type calcium channel, IQ-associated	54	1	54	1.0	1491	1544	1491	1544	0.032766990291262135	101.25114440917969	99.63294219970703	7.806979294687071e-31	2.4994382943222923e-30	7.320530569144789e-32	26.799999237060547	26.799999237060547	1
control_4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	parent_control	4cf58b8a26a65a3da5c81ef3b4f7cd780b5160bf9e07c2455083e044ee1cea4e	1648	PF08763.18	Ca_chan_IQ	Voltage gated calcium channel IQ domain	77	1	77	1.0	1554	1628	1554	1628	0.04550970873786408	105.91048431396484	104.58273315429688	3.87289450975264e-32	1.0055677583235464e-31	2.9451775348388393e-33	26.700000762939453	26.700000762939453	1
control_4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	parent_control	4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	311	PF02820.25	MBT	mbt repeat	69	2	52	0.7391304347826086	18	68	17	69	0.1639871382636656	27.618179321289062	23.088134765625	9.856489152011235e-08	2.5573581060302447e-06	1.7833738535775764e-08	22.0	22.0	1
control_4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	parent_control	4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	311	PF18104.8	Tudor_2	Jumonji domain-containing protein 2A Tudor domain	35	1	34	0.9714285714285714	90	123	90	123	0.10932475884244373	35.35161590576172	34.28447341918945	2.6779108500105045e-10	5.772050487254249e-10	4.025139809800732e-12	31.399999618530273	31.399999618530273	1
control_4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	parent_control	4cf5dc7bd097cd1d6557a553a783f543f95542e72a84a1875dd5523ecb2d132f	311	PF18115.8	Tudor_3	DNA repair protein Crb2 Tudor domain	52	3	51	0.9423076923076923	91	135	89	136	0.14469453376205788	31.238815307617188	29.934101104736328	5.6753738991919426e-09	1.4503580422462355e-08	1.0114072819011405e-10	25.799999237060547	25.799999237060547	2
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF00025.28	Arf	ADP-ribosylation factor family	174	2	173	0.9885057471264368	6	176	5	177	0.9447513812154696	270.37493896484375	270.0975341796875	1.8800042917319382e-82	2.2874763563131055e-82	5.742618467731645e-84	22.299999237060547	22.299999237060547	1
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF09439.17	SRPRB	Signal recognition particle receptor beta subunit	178	2	134	0.7471910112359551	16	143	15	152	0.7071823204419889	52.9453010559082	52.65916061401367	1.0620486472189454e-15	1.3001257146616166e-15	3.626571031134217e-18	25.0	25.0	1
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF01926.30	MMR_HSR1	50S ribosome-binding GTPase	113	1	110	0.9734513274336283	19	124	19	127	0.585635359116022	25.858156204223633	25.34499740600586	3.392169376433919e-07	4.895174371117059e-07	8.875490491565101e-09	21.899999618530273	21.899999618530273	1
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	1	119	1.0	19	129	19	129	0.6132596685082873	53.80535888671875	53.352325439453125	8.174658192814447e-16	1.129494512868532e-15	3.1506123092567144e-17	27.0	27.0	1
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF04670.19	Gtr1_RagA	Gtr1/RagA G protein conserved region	232	1	134	0.5775862068965517	19	141	19	158	0.6795580110497238	43.03333282470703	42.72866439819336	1.3234372057022944e-12	1.6398672351222317e-12	9.14849224614913e-15	22.0	22.0	1
control_4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	parent_control	4d8da7a249b8e2edf2d48ecc95d93eb6898532d6e07ed982fec0fc4c9c14e12a	181	PF00071.29	Ras	Ras family	162	1	151	0.9320987654320988	19	168	19	179	0.8287292817679558	45.84897232055664	45.714317321777344	1.7728969355275145e-13	1.950296881098535e-13	6.256182463774938e-15	21.600000381469727	21.600000381469727	1
control_4f66b1a165119157d47f12f37c0bebcdb76951a8286576e3811e053b4d975437	parent_control	4f66b1a165119157d47f12f37c0bebcdb76951a8286576e3811e053b4d975437	41	PF00071.29	Ras	Ras family	162	1	32	0.19753086419753085	10	41	10	41	0.7804878048780488	39.49312210083008	39.3581428527832	1.5981530661926674e-11	1.7584715323751135e-11	5.640843130352525e-13	21.600000381469727	21.600000381469727	1
control_4f66b1a165119157d47f12f37c0bebcdb76951a8286576e3811e053b4d975437	parent_control	4f66b1a165119157d47f12f37c0bebcdb76951a8286576e3811e053b4d975437	41	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	1	32	0.2689075630252101	10	41	10	41	0.7804878048780488	32.20116424560547	32.08308410644531	4.060106376991363e-09	4.417082583701048e-09	1.2321011391076842e-10	27.0	27.0	1
