junction_id,reference_build,gene_5p,chromosome_5p,strand_5p,boundary_5p,gene_3p,chromosome_3p,strand_3p,boundary_3p,evidence_state,biological_samples,distinct_qualifying_reads,mapping_specific_reads,mapping_specificity_unknown_reads,median_split_single_margin,median_shorter_anchor_nt,caller_agreement,callers,proposal_sources,assessed_distinct_reads,read_state_counts,rank_min,rank_max,display_rank
junction_59456d1ee2f5926e17c02876b54e8c83e1d4d034de7e4e83b36396b45a27d491,GRCm39/GENCODE_M28,ENSMUSG00000025410.11,chr10,+,127117676,ENSMUSG00000069662.6,chr10,-,37010891,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,1998
junction_596d69c1d6ca91664e175c577e178976309db364a277a829797ec48441dc8e2b,GRCm39/GENCODE_M28,ENSMUSG00000064373.14,chr15,+,3309964,ENSMUSG00000019528.19,chr3,-,20179620,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,1999
junction_59787bb7843959e50e4ad20b0f306f5499205f5a62fe36356af8159577032698,GRCm39/GENCODE_M28,ENSMUSG00000079017.4,chr12,-,103408426,ENSMUSG00000110040.2,chr7,-,141930663,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2000
junction_59796432cbcc1e197b4097e70aca71cd25d8eadc3dcd11cf0ed436af68dae722,GRCm39/GENCODE_M28,ENSMUSG00000052331.15,chr1,-,54684499,ENSMUSG00000024661.8,chr19,+,9960189,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2001
junction_598015eb56b39d2bbc5a96ddea9cdf9996d11aed93f9f046c697dae77915c63f,GRCm39/GENCODE_M28,ENSMUSG00000069516.9,chr10,-,117113238,ENSMUSG00000034312.16,chr6,-,90638133,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2002
junction_598c91bfe5947454998aecbc3f47ea253eb14441e155ee8dccfe2763813032b2,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990124,ENSMUSG00000030168.14,chr6,-,119330883,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2003
junction_599e7a51ed1eeb7b2dd2f9338aea3462144167347a468faf64ae3dd4320cc942,GRCm39/GENCODE_M28,ENSMUSG00000023992.15,chr17,+,48659289,ENSMUSG00000056737.15,chr6,+,72526442,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2004
junction_59c7c89db921d5309861e0f6b6ece6a0dc9ad3ed86f005eb2b5c40416dc29768,GRCm39/GENCODE_M28,ENSMUSG00000006699.18,chr4,-,137047025,ENSMUSG00000037742.15,chr9,-,78387056,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2005
junction_59c95e0f942882c34fa834e0e1e3d84911c3ef2864fd11e82150ed3922c41ab5,GRCm39/GENCODE_M28,ENSMUSG00000033047.6,chr15,+,78978601,ENSMUSG00000037902.19,chr2,+,129473302,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2006
junction_59d0305eab3c48ca34194928a30cdd235d8f652e598ba5fb6ccc985579042a41,GRCm39/GENCODE_M28,ENSMUSG00000034211.15,chr5,+,129799620,ENSMUSG00000034591.6,chr10,-,83068511,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2007
junction_59d3690f1f6a5dcb49d9e679d318fc2eb3fa4c45b51746d7d9108e6c2d7ffd39,GRCm39/GENCODE_M28,ENSMUSG00000073411.13,chr17,+,35486465,ENSMUSG00000025743.15,chr4,+,130552622,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2008
junction_59dac77ccf8f729b61bfab0f6fddecdf824cba63dd8bb2a7b9579a8de20a3f77,GRCm39/GENCODE_M28,ENSMUSG00000055681.15,chr8,+,70765638,ENSMUSG00000084319.4,chr6,-,99855031,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2009
junction_59dacf3a40d199cf93bd31faebfa55374a1f58851befc349451b98f42ae3a49f,GRCm39/GENCODE_M28,ENSMUSG00000021871.20,chr14,+,51189467,ENSMUSG00000073411.13,chr17,+,35482085,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2010
junction_59db4541aab036c0d5e584e6254192fd15624c00f42799bdda95fee0bab722c6,GRCm39/GENCODE_M28,ENSMUSG00000043716.14,chr1,-,16171523,ENSMUSG00000008348.10,chr5,-,125463508,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2011
junction_59e98f93fb4ab32511319ec4a5bc7f50d0ef4593296bf2aa9fc251a340e1857f,GRCm39/GENCODE_M28,ENSMUSG00000027533.11,chr3,+,10081395,ENSMUSG00000005312.16,chr13,-,58325366,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2012
junction_59edb7b058b5a144514896f6020592db1c86869da5a246a597722204aa11ceae,GRCm39/GENCODE_M28,ENSMUSG00000086606.2,chr4,-,149031966,ENSMUSG00000019877.11,chr10,-,57392187,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2013
junction_59f637e1789dc8c85f2e01f989eb4eb93017bd2460c5ece2a49382c82fc6fc03,GRCm39/GENCODE_M28,ENSMUSG00000067575.6,chr17,-,29355910,ENSMUSG00000050148.10,chrX,+,152284194,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2014
junction_5a06cf969fcc61cb0eb1391f6af067e79064aa4596048b8a17393a6f2abadb4f,GRCm39/GENCODE_M28,ENSMUSG00000002985.17,chr7,-,19430194,ENSMUSG00000021939.9,chr14,+,63380255,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2015
junction_5a10bdae04ac4101f99f92883e58368242ee4dbb73d292795d85f6eaf131b90b,GRCm39/GENCODE_M28,ENSMUSG00000007891.17,chr7,-,141929652,ENSMUSG00000050335.18,chr14,+,47623089,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2016
junction_5a157669126fe701910e7566bd0e2d0818275eb470cd7b6f44e5f72b6f170fdf,GRCm39/GENCODE_M28,ENSMUSG00000060802.9,chr2,+,121983575,ENSMUSG00000029426.9,chr5,-,92589698,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2017
junction_5a1b81dfa1c942209873e5d6fc5d3deb7845fe4cfed7496c4c036edaf6cabd75,GRCm39/GENCODE_M28,ENSMUSG00000022023.7,chr14,-,79698373,ENSMUSG00000022677.16,chr16,-,14117573,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2018
junction_5a208408245bb9a159591346a15be61b4191e1ad266e2295e791cd6e9177e45d,GRCm39/GENCODE_M28,ENSMUSG00000037742.15,chr9,-,78385735,ENSMUSG00000000131.16,chr7,-,125709159,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2019
junction_5a322016ad81f96804efcb07a54e46f07e6c46e22a7edaded1389b41af4d7f00,GRCm39/GENCODE_M28,ENSMUSG00000064363.1,chrM,+,11544,ENSMUSG00000031765.9,chr8,+,94905881,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2020
junction_5a413f21ded01a6f1e4d7a6a6cccf08de492ce17c96a358db6290f0b46b64da1,GRCm39/GENCODE_M28,ENSMUSG00000021939.9,chr14,+,63380583,ENSMUSG00000046223.11,chr7,+,24171448,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2021
junction_5a4811423a10fbe3f650da895102a2c4c95f184e1732e959fb74b7f5cc6a139c,GRCm39/GENCODE_M28,ENSMUSG00000064341.1,chrM,+,3704,ENSMUSG00000009013.6,chr5,-,115438955,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2022
junction_5a4a9cb57cb7f57b4cce97c3a123a8e5f446597253ff9db0b21e0ef56bdead61,GRCm39/GENCODE_M28,ENSMUSG00000042682.11,chr14,+,29696799,ENSMUSG00000028098.14,chr3,+,96635134,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2023
junction_5a60879a0420cad90f0e937f284d4474e03346214d870c98d3cda4911e3b5f20,GRCm39/GENCODE_M28,ENSMUSG00000050335.18,chr14,+,47623256,ENSMUSG00000110040.2,chr7,-,141941552,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2024
junction_5a68c5a9bf86a91753f17a0440ee879d68ba879097c39257afd4d2d9ede6a76c,GRCm39/GENCODE_M28,ENSMUSG00000004934.15,chr10,-,80989132,ENSMUSG00000021939.9,chr14,+,63376446,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2025
junction_5a7b71fe0f34f70a1f990fc92ff6e159244af09dc561f19c1b5cb9af591b1a62,GRCm39/GENCODE_M28,ENSMUSG00000087412.5,chr7,-,92828168,ENSMUSG00000005886.15,chr1,-,13209625,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2026
junction_5accef19066abe868c68e4dc4f9ea0276958d4314ba9d5aa1bb775dbfdd57d8b,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107367,ENSMUSG00000015854.8,chr3,+,87277882,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2027
junction_5acd472425061142b3dc24152febe3331ec2ec60226680777299db3369771915,GRCm39/GENCODE_M28,ENSMUSG00000001270.10,chr12,-,111635794,ENSMUSG00000064360.1,chrM,+,9469,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2028
junction_5acd56390ec74ee7599025da9ccbbd3fc9d96ac185284e838b60d18b30408058,GRCm39/GENCODE_M28,ENSMUSG00000067288.14,chr17,-,34042019,ENSMUSG00002076377.1,chr7,-,45109248,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2029
junction_5ad15b287191d4406ad8cfa50e5de8f345821f4dfd360685af4abbac9447a3b7,GRCm39/GENCODE_M28,ENSMUSG00000024659.16,chr19,-,20350813,ENSMUSG00000050335.18,chr14,+,47623039,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2030
junction_5ade3eee8873782dfa9007b3798ee16399691440098a5a7e72d3e33007c66ba9,GRCm39/GENCODE_M28,ENSMUSG00000069516.9,chr10,-,117113235,ENSMUSG00000064339.1,chrM,+,1686,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2031
junction_5afa9d9f12d8900a24ba0e028f6169ca661e17a36dc1ae64e35d7fb9af792809,GRCm39/GENCODE_M28,ENSMUSG00000003437.15,chr7,+,28099041,ENSMUSG00000037851.14,chr13,+,49887132,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2032
junction_5b049f4d2640af2dc00234b088e29c1131ef9e77ce749e6c72a6cc9a7ed06d9d,GRCm39/GENCODE_M28,ENSMUSG00000064370.1,chrM,+,15287,ENSMUSG00000064357.1,chrM,+,8313,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2033
junction_5b2d33cc0f0877ae12b4c4dfe6c4bbecd9e4b55c6aea622a13d5aca755492645,GRCm39/GENCODE_M28,ENSMUSG00000025132.14,chr11,-,120468945,ENSMUSG00000040552.9,chr6,-,122826675,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2034
junction_5b3e120ca2e683000bbb2819030a6b75f59b510b641c356eb57159d992ddf4a9,GRCm39/GENCODE_M28,ENSMUSG00000030342.9,chr6,-,125437228,ENSMUSG00000031982.6,chr8,+,125448934,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2035
junction_5b7638d4f71a76175f5cb70c99d0f96cd239f522272f6f3a2c1213d573fec736,GRCm39/GENCODE_M28,ENSMUSG00000050335.18,chr14,+,47623256,ENSMUSG00000107176.2,chr6,-,66852745,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2036
junction_5b808c8a807aa7223770cb71bbcae532990a9e167d9e613cda3ab7302291e151,GRCm39/GENCODE_M28,ENSMUSG00000022186.15,chr15,+,4184825,ENSMUSG00000064356.1,chrM,+,7783,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2037
junction_5bb584b05a978cd5142784f7f3886c7602506e69bcbb1a48d3d14f73d2ec2079,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962448,ENSMUSG00000076138.3,chr9,-,78386472,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2038
junction_5bb601fdf51b8fdd5ff53083deae4088f20ba94b399859e3cb7f03f6ea9456b1,GRCm39/GENCODE_M28,ENSMUSG00000025630.9,chrX,+,52110535,ENSMUSG00000052296.8,chr7,-,4636601,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2039
junction_5bc690b3be07ebb7903327b537f7cce1cb3f45009aa44b8be526c8fe1152f919,GRCm39/GENCODE_M28,ENSMUSG00000032518.7,chr9,+,119960607,ENSMUSG00000050335.18,chr14,+,47616981,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2040
junction_5bcc259b99f7a31cfc563a90b3f4841cb845c787c246a7c76b04c3c45e2ddc36,GRCm39/GENCODE_M28,ENSMUSG00000007891.17,chr7,-,141929651,ENSMUSG00000028743.8,chr4,+,139041438,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2041
junction_5bccc09228840b669524adbb3c87501972526c1454d4c11c94173e08411af3af,GRCm39/GENCODE_M28,ENSMUSG00000031827.14,chr8,-,120535967,ENSMUSG00000040616.4,chr4,-,141764843,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2042
junction_5bd737efd9f4ec03183aa7dfa00b01284d802bc0e89d27f5811b06e4a5908a7a,GRCm39/GENCODE_M28,ENSMUSG00000110040.2,chr7,-,141929653,ENSMUSG00000034892.9,chr12,-,69205850,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2043
junction_5be887a90759a27fbd575aba623fb844229b0dff282f81d966517bcc1e8e024d,GRCm39/GENCODE_M28,ENSMUSG00000030681.19,chr7,-,126586039,ENSMUSG00000024661.8,chr19,+,9960095,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2044
junction_5bf5efcc47de7ed4c08ac20d1c0e8176f2dc19fe6f0e9503cf0603b54e0c5af8,GRCm39/GENCODE_M28,ENSMUSG00000020132.11,chr10,-,115150648,ENSMUSG00000038451.14,chr6,+,124786801,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2045
junction_5bf6aaad760727cd594d6b1e0428b721745d8fd981ca62f21a0562e4347c750b,GRCm39/GENCODE_M28,ENSMUSG00000112023.2,chr10,+,51362319,ENSMUSG00000028522.17,chr4,+,103022544,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2046
junction_5bfd611db7981d4cf9564b989bc66b4b81adbac48c8d68e6680d885d54fc428d,GRCm39/GENCODE_M28,ENSMUSG00000031807.11,chr8,+,72048913,ENSMUSG00000001995.10,chr8,-,126145451,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2047
junction_5c0a636004f29e3ca4ac5562c587efd455c341fc73e40c9f8e2578137f3c9534,GRCm39/GENCODE_M28,ENSMUSG00000032383.8,chr9,+,65973898,ENSMUSG00000081051.5,chr1,+,95426314,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,2048
