pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
Fth1:Rpl10a-ps1	chr19	9962462	+	chr1	65033763	-	946df68d-aae9-437b-93e3-b422f7446d1b	1	28852	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl11	chr19	9962462	+	chr4	135780028	-	89d8b317-aee5-448e-a933-bd82f4bd908f	1	12388	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl13	chr19	9962456	+	chr8	123829583	+	0a004634-27ed-4040-8c9f-5c7d81826051;4cda0b00-9ef3-42a2-8a4a-2c30f1a2c00f	2	32311;35705	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl13a	chr19	9962462	+	chr7	44775961	-	c056b120-622a-48b2-abf8-3a657785a711	1	18808	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl13a	chr19	9962462	+	chr7	44776992	-	be4a7280-fd7c-4e18-b099-4d7aa54284e7;ff337767-889e-46ed-9dbd-5e0e3e6a71e5	2	6186;12421	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl14	chr19	9962462	+	chr9	120403160	+	747891d9-1dd6-4302-bed5-fe5d0b855932	1	28672	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl14-ps1	chr19	9962456	+	chr7	44974388	+	dc510876-b18e-4ba5-923b-cd10da4a8a1c	1	6090	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl15-ps3	chr19	9962462	+	chr9	22097517	-	9049bbf3-c51e-42fc-b226-848a626f4e3b;f5cf51b2-c39a-4916-bbe8-2d55774f79e7	2	25538;31345	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl17-ps8	chr19	9962456	+	chrX	95528464	+	bdf3e0d4-0c7d-4ba2-b027-007d02821e58	1	25590	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl17-ps8	chr19	9962462	+	chrX	95528464	+	1d5165cf-c526-403f-97e2-75c202419aec	1	32666	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl18	chr19	9962462	+	chr7	45368676	+	1d6313f2-2a8c-4f59-b71f-10bb97879edc;52a97526-fbf6-4f24-a235-47e4c1a562ab;e05e6908-c889-4438-a84e-7c8396edb0e2	3	6127;18705;28773	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl18a	chr19	9962462	+	chr8	71350056	-	2f42e8d4-2e54-4211-b67d-d95f3aabc05f;5559cb71-1839-4490-9027-06ace9d092c1;e4555ca5-487d-4232-a142-41bda8b792df	3	6088;6089;18653	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl19	chr19	9962462	+	chr11	97918648	+	e36d9cb3-a47b-468e-aacf-456e930d3daf	1	4719	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl19-ps11	chr19	9962462	+	chr8	19542951	+	e8687c75-9612-4abd-9c59-0b3b42570863;ee892671-7bfc-441a-9334-e9257ab2fea3	2	18841;28842	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl21	chr19	9962456	+	chr5	146770993	+	9b92f039-b448-47e6-b18c-38444ee9bff2	1	12360	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl22	chr19	9962462	+	chr4	152410309	+	612ae29a-9478-4dee-8c9e-d9a60f88b1bf	1	6022	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl23a	chr19	9962456	+	chr11	78073812	-	3f8d4b9f-7006-475a-9caf-24281137a807	1	18701	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl23a-ps3	chr19	9962462	+	chr14	33892611	+	38ae833f-6b3c-45e7-9de0-cc96249d25b9;fba44edd-64d8-431e-a353-b1c2fe460265	2	18821;31362	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl26	chr19	9962462	+	chr11	68792408	+	c803424e-7ac7-4391-976d-861ac30c2363	1	25537	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl27-ps3	chr19	9962456	+	chr18	6332631	+	7005ab9a-cb14-44f9-ad53-c4eabef72b89	1	18804	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl27-ps3	chr19	9962462	+	chr18	6332631	+	1fa69102-5b60-40a8-bbb3-784b8559feed;6773da66-ff8b-429a-bc4f-d4fe70382332;d8ce4a77-007f-4e88-a774-73542aaab4ea	3	12420;18805;31360	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl28-ps1	chr19	9962462	+	chr1	127966305	+	9bc13df0-0d33-4f31-bcb3-9e60806c7e30;b8d47e51-da7d-4f12-9d9c-989fec9384c2	2	18702;28772	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl3	chr19	9962456	+	chr15	79966783	-	08bd33b4-82bc-4208-89fd-b6d70694eef6;4fee4283-9a9f-45e4-8489-754bf4c259f1	2	6133;18712	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl3-ps1	chr19	9962462	+	chrX	13068809	+	ba0409bd-303d-468b-b8a0-88ff30648f62	1	31367	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl31-ps8	chr19	9962456	+	chr15	90648859	-	6ec6cc06-5481-4dc6-bdfa-2a6ab3a0b763	1	18784	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl31-ps8	chr19	9962462	+	chr15	90648859	-	29c03edb-8042-4ff4-bec7-34396e2fcb67;571018ec-78ec-4b59-a048-891b445e93d5;58a40600-d0d7-413f-bfd7-ce4b289fef5c;610fa140-c25f-42b1-bf78-0d10bd759b21;66e66d68-bb9a-4431-8134-d718b6b49c13;8708c8dd-482e-4a61-b680-837a8255dba1;da96c797-1033-4d09-98b1-b2266e1a9605;ec70b17f-a3a1-4b7b-9bca-3ffdcb64e448	8	6165;6166;12409;12410;18781;18782;18783;25554	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl32	chr19	9962456	+	chr6	115785708	-	66138fe5-999c-45ef-966d-decaaebbd373;73a6337d-ee9a-46b1-9a61-996174f67e61;b7038968-4819-42f7-827a-61be6842f18a	3	6119;6120;25512	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl32	chr19	9962462	+	chr6	115785708	-	43f9f659-6b15-4750-9668-de0be67bba88;56d084fc-9c2a-4384-9c68-b012136da808;802b4474-8d57-446e-8f7f-79398b15deea;c9cdd1ad-d0b6-4d6e-83f3-4316915ea131	4	6121;28766;28767;31337	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl34-ps1	chr19	9962462	+	chr6	71101593	+	944e7b19-99d3-4fb9-b48f-e938d65762f1;a58d2471-2fe9-4f63-859a-e0aea5dfbd63;e98c584c-90e5-42c3-b330-5d1b5f3f0e25;f38880f5-e963-4ec6-9f21-7018ec7d7f49	4	6172;18786;18787;18788	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl35a-ps2	chr19	9962462	+	chr1	181069885	-	d44f65ed-446a-4a2f-8246-663cbe8ac044	1	25584	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl35a-ps3	chr19	9962456	+	chr17	29356278	-	3720a1c6-5a04-4eee-a360-5ad28cb550e6	1	31355	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl35a-ps3	chr19	9962462	+	chr17	29356278	-	77a3bbd6-d812-4023-b96d-c1f48df65e57;89b18eb6-cf68-4d2e-bff4-fa881449a08a;b797803f-bf5f-4039-8b48-492d42c12830	3	12407;12408;18779	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl36-ps12	chr19	9962462	+	chr6	108117470	-	4b31ea79-ab60-49db-a0c8-72aeef3dfa85;61bef3b1-4207-4256-b1b2-6e46ebf1e7c6;644c875f-e6ed-4a91-bea1-46871dfdd4f6	3	18859;18860;18861	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl36-ps2	chr19	9962462	+	chr11	76492144	+	a1cd7640-fa74-4dcb-abaa-4276c2de4add	1	36085	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl36a	chr19	9962456	+	chrX	133486438	+	fab423e6-f56c-4f93-b623-6cdb745e3fda	1	6193	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl36a-ps2	chr19	9962456	+	chr3	145584774	+	089a0939-f599-4b9a-8055-a0aa195da208	1	28860	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl36a-ps2	chr19	9962462	+	chr3	145584774	+	749d18d6-0f5f-423c-8d0c-14fcbfe37cfd	1	12443	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl37rt	chr19	9962456	+	chr5	115241587	-	13fe18fc-59ef-4028-a525-5c3d80877677	1	6179	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl37rt	chr19	9962462	+	chr5	115241587	-	82891dcc-9ada-46b9-afdd-f94f3dbd8f46;9b30089f-b20b-4b49-9ec2-50abd7f95d0b;e1d15ec5-6aa9-422c-a4c8-d6b637682be7;edfbc5d7-2fa3-4109-b26b-f94fea1802ba	4	6180;6181;12419;25560	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl38	chr19	9962462	+	chr11	114559606	+	3c1cd569-3004-4b8a-af65-05445aa4426e	1	6118	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl38-ps2	chr19	9962462	+	chr6	140692898	-	7bef0d54-1d35-4605-8f35-0b7fb56e2dc0	1	6194	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl39-ps	chr19	9962462	+	chr15	102543472	+	8f96732c-9fc8-4b55-8565-5de0cf5187ef;a62911d2-4769-4258-86ad-a16e5fdfadb9;bf832ab5-25cb-4c4e-ae93-5c03887d599d;d321f87b-11c4-4d4f-a6ab-0d92d9eb91fd	4	6055;6056;12346;23647	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl4	chr19	9962462	+	chr9	64080656	+	2206cfaf-f74a-439f-b4bb-72559102faa2	1	18506	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl41	chr19	9962462	+	chr10	128384840	-	86aba1d4-091a-49b9-8be5-fb4c9d808f09	1	12436	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl41	chr19	9962462	+	chr10	128384842	-	203f4c83-93d7-4a66-ae4e-9d91d0bb5721;a0fe1afa-ef5c-4d64-a806-014d0a95b152;d5f64fc2-8232-4ccd-8729-fbae3e6c0b1a;e4703a52-2f80-49cc-bd98-92858f5818ef	4	18863;18864;25603;31371	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl6	chr19	9962049	+	chr5	121343468	+	e35d4079-b3f4-4356-a1f9-0f9a568674ed	1	25411	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl6	chr19	9962462	+	chr5	121343468	+	3854ec50-6f73-4b89-a047-d92edee8d943;74c773b2-9bd1-4a66-b21d-5706096a183b;973a8b2a-0817-4f2e-a2a1-4ea9eeee4df7;c54adde3-2c1f-4c51-8bef-e0f46545c61e	4	6032;18476;31305;31306	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl7	chr19	9962456	+	chr1	16173558	-	ba1bb399-b0a2-427b-8fec-e92c50aeaf65	1	6084	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl7	chr19	9962462	+	chr1	16173908	-	234e4af4-9f50-459f-8dec-e72583c5e9c4;ba6b4b67-f8c2-4d2d-934f-a792d4761990;cc8528d2-c8c6-47c4-b91f-92538c636725	3	6083;12362;28739	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl7a	chr19	9962462	+	chr2	26801017	+	63ed1dc5-6a5d-48de-b2e7-68bf79fc94f4;d9d94753-3526-45d1-a652-67504cdbda82	2	6150;25542	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl7a-ps11	chr19	9962456	+	chrX	165637206	+	9c4f1eb4-5007-4246-865e-d8a2139be59a;c7f2d1f2-9fd2-4882-9ed3-f61962da3e7d	2	6162;28809	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl7a-ps11	chr19	9962462	+	chrX	165637206	+	448772b7-8fe3-4ca8-91f8-ab1215857cbf;5f45d5db-77fe-40bf-8fdc-313bdb25efd9;8b46696f-8d28-4d1c-a6cb-a2efcc764cd9;de6a6edc-4bd1-44b5-9822-72ed537739b6	4	12401;18775;28808;28810	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl8	chr19	9962462	+	chr15	76788738	+	df267b10-a6db-4ee8-af0d-5ec80f02a10e	1	15652	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl9-ps6	chr19	9962456	+	chr19	32443978	-	76cc5b15-ec1e-4f9f-82ee-ee51c4c62e5e;9c0ae590-f3d7-42f8-9a74-865aa08c92c0	2	25541;34172	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpl9-ps6	chr19	9962462	+	chr19	32443978	-	0b14014e-358c-4da9-ade6-8695a59ba0c5;d882c393-19e7-4ee5-bb9b-38017a34f2fa	2	18752;28794	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp0	chr19	9962456	+	chr5	115697845	+	107ab39d-8bc5-4def-9dc5-5a3d921b5e56;46aed108-6d1c-4c6d-a93a-5c4d5107cb38;714321a7-cce7-4ad9-99d8-0b56b326ec1e;9f2918b2-2346-4efa-ac56-8724a8d5e1c4	4	18776;18778;28812;34175	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp0	chr19	9962462	+	chr5	115697845	+	16af3b31-4012-41ba-8161-1b9b3426af40;298eab1f-b500-4dfa-a776-8ef802d9bb92;4b02f59a-92b3-4593-bac8-da472cd66be9;5e494752-4d55-4035-b784-bd38b7057e3d;78be77c0-23b2-4704-aa84-8945c4592045;86c58f0c-1a31-490e-af79-b1ca84024dfe;aac40069-cb5c-446e-b193-f7820910e8e5;c35653ce-f631-4a71-9661-779d2c55579e;de93d60c-cc6d-4a03-9dc2-57ca3b076642;f55ceb33-da87-4d9d-8936-4dcbd3030f18	10	12402;12403;12404;12405;18777;23684;23685;28811;32662;34174	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp1	chr19	9962462	+	chr9	61820803	-	2ccb508b-60d4-4eca-87ed-4135ae332dca	1	30888	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp1	chr19	9962462	+	chr9	61821824	-	1ff95676-d8ea-4d06-9116-155331a5ed0d;2adc4099-c7e3-45d6-a08b-a59a297bc631;4f467e99-1b4d-4f39-933c-7304d9f935ec;7b23d0ad-3035-4ee7-878a-c98d22789d04;7dba2859-e565-46cb-bce1-745bf947cf79;8130aa39-ec35-4133-9bea-7725432079cf;8656c03d-d920-422c-a804-3280b799eae6;8dd86204-cc02-48c5-ab96-6f75eaeb4aeb;90d4f7c1-9476-4430-93e9-6483bf72cda9;9bba6c40-8f97-4183-8e0f-74f2eb4faf1a;9cd40c18-be5d-40ed-92a3-cde1f7510e2a;bd18ac23-fdbb-48a0-bf69-6a023e02c20e;dffaeb32-14f1-4244-a43f-b8b353d823ba;e398f31f-2591-496b-82a6-744446f6965f;e869feee-6540-4952-8162-fb6c7d794096;ed41ef6e-7c87-46f0-8fe0-055be16f38e9;ed597443-84a9-400b-9d1e-3950098e1c05;f10a6dd7-b71e-4c0b-8397-6c044fd91958;f9e503ec-e849-4310-bd10-fffd17befe46	19	4211;4212;4213;16324;16325;23322;23323;24691;24692;27818;27820;27821;27822;27823;30886;30887;32433;32434;33476	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp2	chr19	9962456	+	chr7	141028638	+	0d5c7640-1fb1-442f-b797-6134b2e9f9b8	1	36112	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp2	chr19	9962462	+	chr7	141031144	+	5174ac44-cabf-4e9d-bd0a-ce87358fd788	1	25386	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rplp2-ps1	chr19	9962462	+	chr12	75678092	-	29108a18-dace-40b8-a342-50ef262491e1;cfd199d1-f805-4176-a1fa-14b070d2c718;f45a8055-c681-4002-8db8-67615a32a21e	3	6234;6235;34197	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpn2	chr19	9962456	+	chr2	157137173	+	7df8faad-e08e-4bd7-b6dd-d7bc726c2c10	1	32631	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rpn2	chr19	9962462	+	chr2	157167630	+	6bd2a4da-04f7-40d9-b444-0fab3b77322d;d8da0f3f-01d9-4498-b02e-6038725802b6	2	12318;28680	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps10	chr19	9962462	+	chr17	27853449	-	0283704c-9a22-46c1-804b-1fba391ffdd9;8b65d93c-2de5-459f-a9e5-2fdb622ae0b0;ade513ae-52db-4d89-bf6c-1a0d0014c750;c42f837f-6f1d-4254-94df-dd18b6ab84c3	4	25498;25499;25500;34161	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps11	chr19	9962462	+	chr7	44772382	-	cb1e1145-5c25-455a-a81a-fec4f9e0d945	1	24469	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps11	chr19	9962462	+	chr7	44772974	-	cffe65b7-dace-45f0-a24b-20c6022fee05;fffeeb2c-615d-4b5b-b61d-84f8c8965a85	2	15592;27347	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps12-ps3	chr19	9962456	+	chr19	59310802	+	1f748211-6f8c-4d88-953f-004ed874e21a;84128b1a-2a07-4bdb-ab36-9c7d446872fb	2	6161;28805	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps12-ps3	chr19	9962462	+	chr19	59310802	+	618b1ace-a7b7-4910-8dc9-b702c26388ed;a8c94107-810d-4b53-908b-4ef1ccc39c0c;cf892707-f4fd-48a5-babe-ecd2befdb879;ed511968-3101-48da-9b00-a010fee20ed8	4	18772;25551;28806;36129	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps12-ps4	chr19	9962462	+	chr7	30184522	-	734c1be1-da08-4b0c-b0e8-13cc5db52641;ab27fb50-35d5-4902-be74-a758b2716a38;fab85391-c49a-440d-b473-3da835f6ae71	3	23705;25612;28861	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps12-ps9	chr19	9962462	+	chr8	123933361	+	985f9865-7f34-487f-82c4-71b5d3d6f898	1	12415	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps13-ps2	chr19	9962462	+	chr7	88180106	-	2ebdac7f-243e-4fb2-a306-917e20c37eac;870ffdd6-582a-4384-80db-35e5a0b8f21c;deb09ab5-fe2d-4c0d-94a6-394134b67b44	3	6175;25557;25558	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps14	chr19	9962456	+	chr18	60909472	+	631add75-0a92-4dfb-a851-2e70204bf81c	1	12196	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps14	chr19	9962462	+	chr18	60909472	+	014ea711-6a64-4896-bf22-92c04ab45f31;3718e139-768e-48b6-8f32-34335f477b71;7a75bfab-a514-46cc-a109-6241d439e9d5	3	5888;18253;18254	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15	chr19	9962456	+	chr10	80128286	+	5de67e0f-56e5-46c0-85a2-346ae8fc4632;88ab4bcd-f04c-4bd5-a757-4674343dcc7f	2	23682;28798	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15	chr19	9962456	+	chr10	80128608	+	41704305-cd78-4f8d-ba3b-cfe362cf3020;d258fd6f-6719-4742-8c72-c19ac46a75e7	2	12398;31351	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15	chr19	9962462	+	chr10	80128608	+	3cd6f979-ab06-4cc3-9e7f-4b02fc30eb83;729c9aa9-3ba0-4f9f-abb8-225721d1ea02;c2e20b55-5561-4d14-9768-29ce6ebfa881;ccf269cb-bfb1-4397-99d4-02a61a8ca470;cfe752c5-5be0-400b-8e8a-cba6755c6440	5	18759;25549;25550;31350;36127	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15	chr19	9962462	+	chr10	80129800	+	a08fc904-fe85-45e7-b9f7-ba4f4d74bbd2	1	28801	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15a	chr19	9962462	+	chr7	117714469	-	1746c744-9984-4010-a77c-ecd717e4c25f	1	4359	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15a-ps5	chr19	9962462	+	chr5	105945579	-	2d67306d-31e3-4659-83c8-19a1c19f2eb9;35f0f2df-2b00-4c99-bc54-db15f7b7e40a	2	18774;28807	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps15a-ps6	chr19	9962462	+	chr11	6123036	-	f919832d-a4a0-4531-9e92-195ac645fc49	1	31366	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps16-ps2	chr19	9962456	+	chr5	129205581	-	306fe18d-213e-4156-b111-e474abf3b170	1	28782	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps16-ps2	chr19	9962462	+	chr5	129205581	-	4f729b3a-d9ea-40d3-8c05-5c59c2ac9013;71ee94c0-30dd-49dc-9623-2337d759012d;de624c0c-62de-4683-a87a-dfb370ea8215;e0f8eb88-6664-4f9f-b0d1-374e0b95ea71;e3937c9c-165d-40fd-92ab-beb6dfe12570;ebc53eba-b20e-4f00-9670-6a887473b116;ed694e7e-62ed-461d-b5ec-5217b6afceac	7	6135;18716;28781;28783;28784;28785;28786	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps17	chr19	9962456	+	chr7	80995002	-	e1758e6e-93b8-4d82-96e0-e5047693326b	1	6143	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps18	chr19	9962462	+	chr17	34174651	-	5ff0d1e9-2d9b-4a32-bbc8-3c882743a68b	1	16435	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps18-ps3	chr19	9962456	+	chr8	107989880	-	3476dd10-2659-45e7-8446-f1f719b5196c;e24e2c8e-2e55-4b76-b1c8-bb94f5ab46d2	2	12383;28765	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps18-ps3	chr19	9962462	+	chr8	107989880	-	5ee19ff9-ed93-4784-8af0-03ef38860086;d4bbbf7a-227e-4e76-b3fc-878409830b27	2	12384;28764	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps19	chr19	9962462	+	chr7	24584560	+	2e40ba88-76bf-47c8-a21a-63f063d47d11;5bff1d6d-49bc-4ade-8cd8-dc41cdcb3c8b	2	18626;18627	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps19	chr19	9962462	+	chr7	24588331	+	6d72c76b-bab9-42bb-aa16-c89ec44b671d	1	25476	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps19-ps6	chr19	9962462	+	chr12	110864547	+	40bb80de-3b45-4a03-acd0-a40fa7681d70;96ad03f9-8ece-45f9-b430-f6d176548108	2	6222;28857	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps2	chr19	9962462	+	chr17	24939246	+	20ac1242-e75f-4d23-9952-247f9ef3e03d;d282bba9-355d-4f68-a0f1-172d7c9faabd	2	25484;31330	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps2-ps10	chr19	9962462	+	chr18	61393043	-	17309513-c1e7-4146-82ff-3960585ea2f7	1	31370	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps20	chr19	9962456	+	chr4	3835009	-	3448517f-c512-40f9-b8d9-45f01e5c8ea1;8c0e47c5-066b-492f-a820-b7d2496f0259	2	6013;18449	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Fth1:Rps21	chr19	9962462	+	chr2	179899413	+	08b3652f-48be-4646-91b9-6228ecc0adf9;2741a4e0-445a-4f3c-8065-5480613b940e;a161e77e-7b84-4507-8d32-7077ffdef7a9;a1b68481-73fb-4663-b490-4e061f7d141b;a7641107-144e-4da6-82dc-2f16d90eac15;d41fb761-032e-4638-8914-f009d82131ab	6	6072;6073;6074;12356;18591;28729	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
