probe_id	pair_id	side	transcript_id	gene_id	chrom	breakpoint	strand	reference
Zfp266:Ly6a	Zfp266:Ly6a	b	ENSMUST00000187171.2	ENSMUSG00000075602.11	chr15	74869481	-	GENCODE M28 / GRCm39
Zfp266:Ly6a	Zfp266:Ly6a	b	ENSMUST00000190188.2	ENSMUSG00000075602.11	chr15	74869481	-	GENCODE M28 / GRCm39
Zfp386:Gm20658	Zfp386:Gm20658	a	ENSMUST00000073551.6	ENSMUSG00000042063.12	chr12	116018468	+	GENCODE M28 / GRCm39
Zfp386:Gm20658	Zfp386:Gm20658	a	ENSMUST00000182566.2	ENSMUSG00000042063.12	chr12	116018468	+	GENCODE M28 / GRCm39
Zfp386:Gm20658	Zfp386:Gm20658	a	ENSMUST00000183125.2	ENSMUSG00000042063.12	chr12	116018468	+	GENCODE M28 / GRCm39
Zfp386:Gm20658	Zfp386:Gm20658	b	ENSMUST00000175871.8	ENSMUSG00000093765.8	chr12	116067206	-	GENCODE M28 / GRCm39
Zfp386:Gm20658	Zfp386:Gm20658	b	ENSMUST00000177059.2	ENSMUSG00000093765.8	chr12	116067206	-	GENCODE M28 / GRCm39
Zfp704:Mrps28	Zfp704:Mrps28	a	ENSMUST00000041124.13	ENSMUSG00000040209.13	chr3	9630124	-	GENCODE M28 / GRCm39
Zfp704:Mrps28	Zfp704:Mrps28	a	ENSMUST00000193947.2	ENSMUSG00000040209.13	chr3	9630124	-	GENCODE M28 / GRCm39
Zfp704:Mrps28	Zfp704:Mrps28	b	ENSMUST00000042148.6	ENSMUSG00000040269.6	chr3	8867474	-	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	a	ENSMUST00000139093.8	ENSMUSG00000020472.15	chr11	59417320	-	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	a	ENSMUST00000139707.2	ENSMUSG00000020472.15	chr11	59417320	-	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	b	ENSMUST00000135297.8	ENSMUSG00000063714.16	chr2	72817872	+	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	b	ENSMUST00000123087.8	ENSMUSG00000063714.16	chr2	72817872	+	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	b	ENSMUST00000146195.2	ENSMUSG00000063714.16	chr2	72817872	+	GENCODE M28 / GRCm39
Zkscan17:Sp3os	Zkscan17:Sp3os	b	ENSMUST00000137941.2	ENSMUSG00000063714.16	chr2	72817872	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000026519.10	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000225186.2	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000224081.2	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000225292.2	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000225726.2	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	a	ENSMUST00000224312.2	ENSMUSG00000062822.9	chr13	119599655	+	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	b	ENSMUST00000186219.7	ENSMUSG00000072774.11	chr5	104965218	-	GENCODE M28 / GRCm39
4833420G17Rik:Zfp951	4833420G17Rik:Zfp951	b	ENSMUST00000089906.7	ENSMUSG00000072774.11	chr5	104965218	-	GENCODE M28 / GRCm39
Abca1:Pgm1	Abca1:Pgm1	a	ENSMUST00000030010.4	ENSMUSG00000015243.5	chr4	53107006	-	GENCODE M28 / GRCm39
Abca1:Pgm1	Abca1:Pgm1	b	ENSMUST00000058351.16	ENSMUSG00000025791.19	chr4	99818653	+	GENCODE M28 / GRCm39
Abca1:Pgm1	Abca1:Pgm1	b	ENSMUST00000102783.5	ENSMUSG00000025791.19	chr4	99818653	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000133816.8	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000039013.15	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000079594.12	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000148557.8	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000136295.2	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	a	ENSMUST00000117337.2	ENSMUSG00000024130.17	chr17	24596833	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	b	ENSMUST00000027931.8	ENSMUSG00000026622.16	chr1	191561504	+	GENCODE M28 / GRCm39
Abca3:Nek2	Abca3:Nek2	b	ENSMUST00000136733.2	ENSMUSG00000026622.16	chr1	191561504	+	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	a	ENSMUST00000079158.13	ENSMUSG00000022822.17	chr16	20223316	-	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	a	ENSMUST00000115547.9	ENSMUSG00000022822.17	chr16	20223316	-	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	a	ENSMUST00000077867.10	ENSMUSG00000022822.17	chr16	20223316	-	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	a	ENSMUST00000134962.2	ENSMUSG00000022822.17	chr16	20223316	-	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	a	ENSMUST00000096199.5	ENSMUSG00000022822.17	chr16	20223316	-	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	b	ENSMUST00000239215.2	ENSMUSG00000023959.11	chr17	44581378	+	GENCODE M28 / GRCm39
Abcc5:Clic5	Abcc5:Clic5	b	ENSMUST00000024755.7	ENSMUSG00000023959.11	chr17	44581378	+	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	a	ENSMUST00000173929.8	ENSMUSG00000026596.14	chr1	156386775	+	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	a	ENSMUST00000166172.9	ENSMUSG00000026596.14	chr1	156386775	+	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	a	ENSMUST00000027888.13	ENSMUSG00000026596.14	chr1	156386775	+	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000189661.7	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000051396.13	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000191379.7	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000187507.7	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000187073.2	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Abl2:Soat1	Abl2:Soat1	b	ENSMUST00000188027.2	ENSMUSG00000026600.13	chr1	156285574	-	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000227663.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000028121.15	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000227809.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000144088.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000226571.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000228778.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000114529.10	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000114526.9	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000228050.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000228891.2	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000114523.10	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000155602.4	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	a	ENSMUST00000228856.3	ENSMUSG00000026781.18	chr2	22959631	+	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	b	ENSMUST00000029142.15	ENSMUSG00000027613.16	chr2	155665960	-	GENCODE M28 / GRCm39
Acbd5:Eif6	Acbd5:Eif6	b	ENSMUST00000134278.2	ENSMUSG00000027613.16	chr2	155665960	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	a	ENSMUST00000150403.8	ENSMUSG00000002103.17	chr2	91036622	+	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	a	ENSMUST00000002172.14	ENSMUSG00000002103.17	chr2	91036622	+	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	a	ENSMUST00000238832.2	ENSMUSG00000002103.17	chr2	91036622	+	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	a	ENSMUST00000239169.2	ENSMUSG00000002103.17	chr2	91036622	+	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	a	ENSMUST00000124131.2	ENSMUSG00000002103.17	chr2	91036622	+	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000114379.8	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000116578.8	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000135711.8	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000155597.2	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000146371.8	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Acp2:Renbp	Acp2:Renbp	b	ENSMUST00000165359.3	ENSMUSG00000031387.15	chrX	72972946	-	GENCODE M28 / GRCm39
Actr2:Nf1	Actr2:Nf1	a	ENSMUST00000000137.8	ENSMUSG00000020152.8	chr11	20027188	-	GENCODE M28 / GRCm39
Actr2:Nf1	Actr2:Nf1	b	ENSMUST00000145839.2	ENSMUSG00000020716.17	chr11	79235659	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	a	ENSMUST00000140205.8	ENSMUSG00000054693.15	chr9	70630053	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	a	ENSMUST00000067880.13	ENSMUSG00000054693.15	chr9	70630053	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000112350.8	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000112349.9	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000112352.10	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000177069.8	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000067826.15	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adam10:Mta3	Adam10:Mta3	b	ENSMUST00000176816.8	ENSMUSG00000055817.19	chr17	84083011	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	a	ENSMUST00000086763.13	ENSMUSG00000004730.16	chr17	57709861	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	a	ENSMUST00000233840.2	ENSMUSG00000004730.16	chr17	57709861	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	a	ENSMUST00000004850.8	ENSMUSG00000004730.16	chr17	57709861	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000166318.8	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000036236.15	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000204545.3	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000036225.15	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000167063.2	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Adgre1:Pals2	Adgre1:Pals2	b	ENSMUST00000167319.2	ENSMUSG00000038388.15	chr6	50171506	+	GENCODE M28 / GRCm39
Aff4:Cdc42se2	Aff4:Cdc42se2	a	ENSMUST00000060945.12	ENSMUSG00000049470.14	chr11	53241956	+	GENCODE M28 / GRCm39
Aff4:Cdc42se2	Aff4:Cdc42se2	b	ENSMUST00000064104.13	ENSMUSG00000052298.13	chr11	54614501	-	GENCODE M28 / GRCm39
Aff4:Cdc42se2	Aff4:Cdc42se2	b	ENSMUST00000153209.8	ENSMUSG00000052298.13	chr11	54614501	-	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	a	ENSMUST00000150172.8	ENSMUSG00000020790.15	chr11	72605309	+	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	a	ENSMUST00000127610.8	ENSMUSG00000020790.15	chr11	72605309	+	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	a	ENSMUST00000155998.2	ENSMUSG00000020790.15	chr11	72605309	+	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	b	ENSMUST00000021148.13	ENSMUSG00000020794.14	chr11	72553897	+	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	b	ENSMUST00000138247.8	ENSMUSG00000020794.14	chr11	72553897	+	GENCODE M28 / GRCm39
Ankfy1:Ube2g1	Ankfy1:Ube2g1	b	ENSMUST00000126046.2	ENSMUSG00000020794.14	chr11	72553897	+	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	a	ENSMUST00000021757.5	ENSMUSG00000021322.9	chr13	21035348	+	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	a	ENSMUST00000221982.2	ENSMUSG00000021322.9	chr13	21035348	+	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	b	ENSMUST00000109528.9	ENSMUSG00000067787.11	chr2	157400247	-	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	b	ENSMUST00000088494.3	ENSMUSG00000067787.11	chr2	157400247	-	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	b	ENSMUST00000173378.8	ENSMUSG00000067787.11	chr2	157400247	-	GENCODE M28 / GRCm39
Aoah:Blcap	Aoah:Blcap	b	ENSMUST00000134239.2	ENSMUSG00000067787.11	chr2	157400247	-	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000091560.11	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000021911.15	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000220863.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000222929.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000221938.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000222680.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000220563.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000223185.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000159152.3	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000221820.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	a	ENSMUST00000220884.2	ENSMUSG00000021458.18	chr13	63388145	+	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	b	ENSMUST00000091848.7	ENSMUSG00000045410.19	chr13	4652796	-	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	b	ENSMUST00000110691.10	ENSMUSG00000045410.19	chr13	4652796	-	GENCODE M28 / GRCm39
Aopep:Akr1e1	Aopep:Akr1e1	b	ENSMUST00000131982.2	ENSMUSG00000045410.19	chr13	4652796	-	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	a	ENSMUST00000198135.5	ENSMUSG00000039623.14	chr5	142456311	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	a	ENSMUST00000038699.13	ENSMUSG00000039623.14	chr5	142456311	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	a	ENSMUST00000196405.5	ENSMUSG00000039623.14	chr5	142456311	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	a	ENSMUST00000196055.2	ENSMUSG00000039623.14	chr5	142456311	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	b	ENSMUST00000037399.16	ENSMUSG00000040466.17	chr7	27161992	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	b	ENSMUST00000108358.8	ENSMUSG00000040466.17	chr7	27161992	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	b	ENSMUST00000108357.8	ENSMUSG00000040466.17	chr7	27161992	+	GENCODE M28 / GRCm39
Ap5z1:Blvrb	Ap5z1:Blvrb	b	ENSMUST00000153644.2	ENSMUSG00000040466.17	chr7	27161992	+	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000227723.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000227737.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000226801.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000005406.12	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000227021.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000226232.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	a	ENSMUST00000227990.2	ENSMUSG00000022892.12	chr16	84853212	-	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	b	ENSMUST00000160597.8	ENSMUSG00000038084.17	chr16	29467755	+	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	b	ENSMUST00000161186.8	ENSMUSG00000038084.17	chr16	29467755	+	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	b	ENSMUST00000038867.13	ENSMUSG00000038084.17	chr16	29467755	+	GENCODE M28 / GRCm39
App:Opa1	App:Opa1	b	ENSMUST00000160153.2	ENSMUSG00000038084.17	chr16	29467755	+	GENCODE M28 / GRCm39
Arhgap10:Mrps28	Arhgap10:Mrps28	a	ENSMUST00000076316.6	ENSMUSG00000037148.9	chr8	78177322	-	GENCODE M28 / GRCm39
Arhgap10:Mrps28	Arhgap10:Mrps28	a	ENSMUST00000210922.2	ENSMUSG00000037148.9	chr8	78177322	-	GENCODE M28 / GRCm39
Arhgap10:Mrps28	Arhgap10:Mrps28	a	ENSMUST00000210519.2	ENSMUSG00000037148.9	chr8	78177322	-	GENCODE M28 / GRCm39
Arhgap10:Mrps28	Arhgap10:Mrps28	b	ENSMUST00000042148.6	ENSMUSG00000040269.6	chr3	8965227	-	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	a	ENSMUST00000219238.2	ENSMUSG00000019947.11	chr10	68113760	-	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	a	ENSMUST00000020106.9	ENSMUSG00000019947.11	chr10	68113760	-	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	a	ENSMUST00000218425.2	ENSMUSG00000019947.11	chr10	68113760	-	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	b	ENSMUST00000220200.2	ENSMUSG00000020572.9	chr12	32880166	+	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	b	ENSMUST00000020886.9	ENSMUSG00000020572.9	chr12	32880166	+	GENCODE M28 / GRCm39
Arid5b:Nampt	Arid5b:Nampt	b	ENSMUST00000218491.2	ENSMUSG00000020572.9	chr12	32880166	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	a	ENSMUST00000098266.9	ENSMUSG00000018909.16	chr7	99185005	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	a	ENSMUST00000179755.8	ENSMUSG00000018909.16	chr7	99185005	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	a	ENSMUST00000032995.15	ENSMUSG00000018909.16	chr7	99185005	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	a	ENSMUST00000162404.8	ENSMUSG00000018909.16	chr7	99185005	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	b	ENSMUST00000051777.15	ENSMUSG00000047248.21	chr7	100118586	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	b	ENSMUST00000151573.3	ENSMUSG00000047248.21	chr7	100118586	+	GENCODE M28 / GRCm39
Arrb1:C2cd3	Arrb1:C2cd3	b	ENSMUST00000208018.2	ENSMUSG00000047248.21	chr7	100118586	+	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000068892.15	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000139946.8	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000166078.9	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000151856.8	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000110610.8	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000110609.8	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	a	ENSMUST00000110608.3	ENSMUSG00000031575.19	chr8	26329771	-	GENCODE M28 / GRCm39
Ash2l:Hgsnat	Ash2l:Hgsnat	b	ENSMUST00000037609.8	ENSMUSG00000037260.9	chr8	26450930	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000078139.13	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108340.9	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108339.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108333.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108334.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108335.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000084915.11	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000108337.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000152058.2	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000152526.8	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000084912.12	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000103004.10	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
Asph:Rab2a	Asph:Rab2a	a	ENSMUST00000038564.13	ENSMUSG00000028207.19	chr4	9635901	-	GENCODE M28 / GRCm39
