protein_id	pair	arm	gene	gene_id	transcript_id	chromosome	strand	exon_id	exon_number	exon_start_1	exon_end_1	coding_nt_start_1	coding_nt_end_1	coding_bases	aa_start_1	aa_end_1	source_row	source_line
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020377.13	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085756	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020377.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-201""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000020377.7""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48634.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045820.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020377.13	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085758	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020377.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-201""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000020377.7""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48634.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045820.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020377.13	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085760	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020377.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-201""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000020377.7""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48634.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045820.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105341.8	chr10	-	ENSMUSE00000665896.2	1	80266771	80266846	1	75	75	1	25	1085795	"chr10	HAVANA	exon	80266771	80266846	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105341.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-205""; exon_number 1; exon_id ""ENSMUSE00000665896.2""; level 2; protein_id ""ENSMUSP00000100978.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045825.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105341.8	chr10	-	ENSMUSE00000338290.4	2	80263505	80263577	76	148	73	26	50	1085798	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105341.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-205""; exon_number 2; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100978.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045825.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105341.8	chr10	-	ENSMUSE00000371825.4	3	80257166	80257239	149	222	74	50	74	1085800	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105341.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-205""; exon_number 3; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100978.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045825.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105341.8	chr10	-	ENSMUSE00000332403.4	4	80256922	80257000	223	301	79	75	101	1085802	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105341.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-205""; exon_number 4; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100978.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045825.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105340.8	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085837	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105340.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-204""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000100977.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48631.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045819.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105340.8	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085840	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105340.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-204""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100977.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48631.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045819.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105340.8	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085842	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105340.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-204""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100977.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48631.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045819.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105340.8	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085844	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105340.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-204""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100977.2""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48631.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045819.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020379.13	chr10	-	ENSMUSE00000101316.4	2	80266771	80266902	1	75	75	1	25	1085880	"chr10	HAVANA	exon	80266771	80266902	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020379.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-202""; exon_number 2; exon_id ""ENSMUSE00000101316.4""; level 2; protein_id ""ENSMUSP00000020379.7""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48632.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045827.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020379.13	chr10	-	ENSMUSE00000338290.4	3	80263505	80263577	76	148	73	26	50	1085883	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020379.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-202""; exon_number 3; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000020379.7""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48632.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045827.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020379.13	chr10	-	ENSMUSE00000371825.4	4	80257166	80257239	149	222	74	50	74	1085885	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020379.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-202""; exon_number 4; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000020379.7""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48632.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045827.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000020379.13	chr10	-	ENSMUSE00000332403.4	5	80256922	80257000	223	301	79	75	101	1085887	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000020379.13""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-202""; exon_number 5; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000020379.7""; transcript_support_level ""1""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48632.1""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045827.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156990.8	chr10	-	ENSMUSE00000712930.3	1	80266771	80266819	27	75	49	9	25	1085922	"chr10	HAVANA	exon	80266771	80266819	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156990.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-214""; exon_number 1; exon_id ""ENSMUSE00000712930.3""; level 2; protein_id ""ENSMUSP00000121172.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_start_NF""; tag ""cds_start_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045826.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156990.8	chr10	-	ENSMUSE00000338290.4	2	80263505	80263577	76	148	73	26	50	1085924	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156990.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-214""; exon_number 2; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000121172.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_start_NF""; tag ""cds_start_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045826.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156990.8	chr10	-	ENSMUSE00000371825.4	3	80257166	80257239	149	222	74	50	74	1085926	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156990.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-214""; exon_number 3; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000121172.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_start_NF""; tag ""cds_start_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045826.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156990.8	chr10	-	ENSMUSE00000332403.4	4	80256922	80257000	223	301	79	75	101	1085928	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156990.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-214""; exon_number 4; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000121172.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_start_NF""; tag ""cds_start_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045826.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105339.8	chr10	-	ENSMUSE00000665892.2	1	80266771	80266916	1	75	75	1	25	1085961	"chr10	HAVANA	exon	80266771	80266916	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105339.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-203""; exon_number 1; exon_id ""ENSMUSE00000665892.2""; level 2; protein_id ""ENSMUSP00000100976.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045824.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105339.8	chr10	-	ENSMUSE00000338290.4	2	80263505	80263577	76	148	73	26	50	1085964	"chr10	HAVANA	exon	80263505	80263577	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105339.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-203""; exon_number 2; exon_id ""ENSMUSE00000338290.4""; level 2; protein_id ""ENSMUSP00000100976.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045824.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105339.8	chr10	-	ENSMUSE00000371825.4	3	80257166	80257239	149	222	74	50	74	1085966	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105339.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-203""; exon_number 3; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000100976.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045824.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000105339.8	chr10	-	ENSMUSE00000332403.4	4	80256922	80257000	223	301	79	75	101	1085968	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000105339.8""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-203""; exon_number 4; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000100976.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""basic""; tag ""appris_alternative_2""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045824.1"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156244.2	chr10	-	ENSMUSE00000371825.4	2	80257166	80257239	149	222	74	50	74	1086014	"chr10	HAVANA	exon	80257166	80257239	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156244.2""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-213""; exon_number 2; exon_id ""ENSMUSE00000371825.4""; level 2; protein_id ""ENSMUSP00000120303.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045830.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	left	Tcf3	ENSMUSG00000020167.15	ENSMUST00000156244.2	chr10	-	ENSMUSE00000332403.4	3	80256922	80257000	223	301	79	75	101	1086016	"chr10	HAVANA	exon	80256922	80257000	.	-	.	gene_id ""ENSMUSG00000020167.15""; transcript_id ""ENSMUST00000156244.2""; gene_type ""protein_coding""; gene_name ""Tcf3""; transcript_type ""protein_coding""; transcript_name ""Tcf3-213""; exon_number 3; exon_id ""ENSMUSE00000332403.4""; level 2; protein_id ""ENSMUSP00000120303.2""; transcript_support_level ""5""; mgi_id ""MGI:98510""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000019126.2""; havana_transcript ""OTTMUST00000045830.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000105378.9	chr10	-	ENSMUSE00000100923.2	7	79735931	79736086	302	457	156	101	153	1082539	"chr10	HAVANA	exon	79735931	79736086	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000105378.9""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-201""; exon_number 7; exon_id ""ENSMUSE00000100923.2""; level 2; protein_id ""ENSMUSP00000101017.3""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48623.1""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089793.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000105378.9	chr10	-	ENSMUSE00000314867.2	8	79735035	79735243	458	666	209	153	222	1082541	"chr10	HAVANA	exon	79735035	79735243	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000105378.9""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-201""; exon_number 8; exon_id ""ENSMUSE00000314867.2""; level 2; protein_id ""ENSMUSP00000101017.3""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48623.1""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089793.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000105378.9	chr10	-	ENSMUSE00001222805.2	9	79734731	79734937	667	873	207	223	291	1082543	"chr10	HAVANA	exon	79734731	79734937	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000105378.9""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-201""; exon_number 9; exon_id ""ENSMUSE00001222805.2""; level 2; protein_id ""ENSMUSP00000101017.3""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48623.1""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089793.2"";"
protein_8b7defedc00075b2ff44d12850e30a2ba564a5a4d5b67b01aa17dbdc2b39a03b	Tcf3 → Med16	right	Med16	ENSMUSG00000013833.16	ENSMUST00000105378.9	chr10	-	ENSMUSE00001251141.2	10	79734070	79734280	874	1084	211	292	362	1082545	"chr10	HAVANA	exon	79734070	79734280	.	-	.	gene_id ""ENSMUSG00000013833.16""; transcript_id ""ENSMUST00000105378.9""; gene_type ""protein_coding""; gene_name ""Med16""; transcript_type ""protein_coding""; transcript_name ""Med16-201""; exon_number 10; exon_id ""ENSMUSE00001251141.2""; level 2; protein_id ""ENSMUSP00000101017.3""; transcript_support_level ""1""; mgi_id ""MGI:2158394""; tag ""NAGNAG_splice_site""; tag ""basic""; tag ""appris_alternative_2""; tag ""CCDS""; ccdsid ""CCDS48623.1""; havana_gene ""OTTMUSG00000035229.4""; havana_transcript ""OTTMUST00000089793.2"";"
